type	latitude	longitude	altitude (m)	name	desc
T	-37.852923329	144.974933551	6.0		
T	-37.852715412	144.974789777	6.5		
T	-37.852564631	144.974684097	6.9		
T	-37.852462682	144.974608050	7.3		
T	-37.852334157	144.974509489	7.6		
T	-37.852199102	144.974400396	7.7		
T	-37.852117756	144.974331946	7.0		
T	-37.852090577	144.974307395	6.8		
T	-37.852067102	144.974283436	6.6		
T	-37.852044825	144.974253198	6.5		
T	-37.852024921	144.974208664	6.3		
T	-37.852015859	144.974180160	6.3		
T	-37.852009166	144.974145347	6.2		
T	-37.852009138	144.974105327	6.0		
T	-37.852011927	144.974068745	5.9		
T	-37.852019541	144.974035930	5.8		
T	-37.852033422	144.973999684	5.7		
T	-37.852048789	144.973973128	5.7		
T	-37.852067659	144.973946877	5.7		
T	-37.852105372	144.973904767	5.6		
T	-37.852114705	144.973890638	5.6		
T	-37.852164150	144.973836157	5.8		
T	-37.852203264	144.973794917	5.9		
T	-37.852287618	144.973703262	6.5		
T	-37.852510419	144.973459177	7.5		
T	-37.852656422	144.973299529	7.4		
T	-37.852697336	144.973247271	7.4		
T	-37.852740714	144.973173369	7.3		
T	-37.852766492	144.973117975	7.2		
T	-37.852786894	144.973054663	7.0		
T	-37.852796226	144.973012300	6.9		
T	-37.852804006	144.972973155	6.8		
T	-37.852810323	144.972935051	6.7		
T	-37.852810544	144.972905935	6.6		
T	-37.852811788	144.972860556	6.5		
T	-37.852811044	144.972819700	6.4		
T	-37.852807749	144.972761104	6.2		
T	-37.852802020	144.972725688	6.2		
T	-37.852794160	144.972684453	6.1		
T	-37.852783621	144.972640343	6.0		
T	-37.852776227	144.972615979	6.0		
T	-37.852768806	144.972583786	6.0		
T	-37.852756243	144.972551483	5.9		
T	-37.852740448	144.972519927	5.9		
T	-37.852717231	144.972478700	5.8		
T	-37.852692447	144.972436957	5.7		
T	-37.852653747	144.972388469	5.6		
T	-37.852552623	144.972264571	5.2		
T	-37.852462637	144.972151128	5.3		
T	-37.852331752	144.971987187	5.8		
T	-37.852143318	144.971749662	6.3		
T	-37.851795584	144.971312625	8.5		
T	-37.851499604	144.970939955	9.5		
T	-37.851284536	144.970664305	9.0		
T	-37.851157481	144.970509070	9.2		
T	-37.850982434	144.970289834	9.5		
T	-37.850807789	144.970067720	8.9		
T	-37.850686924	144.969917413	8.8		
T	-37.850538523	144.969731906	8.9		
T	-37.850417014	144.969579686	9.3		
T	-37.850293391	144.969424506	10.1		
T	-37.850113492	144.969197442	10.9		
T	-37.850040687	144.969106107	11.1		
T	-37.850014946	144.969074849	11.0		
T	-37.849998722	144.969050393	11.0		
