type	latitude	longitude	altitude (m)	name	desc
T	52.953847243	6.511180412	12.0		
T	52.953905360	6.511188292	12.1		
T	52.953965324	6.511205822	12.3		
T	52.954025967	6.511229733	12.5		
T	52.954130379	6.511287129	12.9		
T	52.954268533	6.511407379	13.0		
T	52.954961361	6.512149438	12.9		
T	52.955605741	6.512838572	10.2		
T	52.955745615	6.512992633	10.7		
T	52.955795793	6.513043823	10.9		
T	52.955830784	6.513092423	11.1		
T	52.955858700	6.513135864	11.4		
T	52.955888291	6.513185902	11.7		
T	52.955918308	6.513248709	11.9		
T	52.955955781	6.513357762	12.0		
T	52.956001486	6.513502183	12.0		
T	52.956377389	6.514844023	11.5		
T	52.956821559	6.516420926	10.9		
T	52.956930263	6.516810826	10.9		
T	52.956979560	6.517002316	10.8		
T	52.956997718	6.517070656	10.6		
T	52.957009128	6.517158834	10.4		
T	52.957045974	6.517422749	10.4		
T	52.957078633	6.517643592	10.5		
T	52.957095111	6.517833810	10.5		
T	52.957148180	6.518495181	10.5		
T	52.957166443	6.518694900	10.4		
T	52.957194168	6.518853969	10.0		
T	52.957253085	6.519063538	10.1		
T	52.957316003	6.519277159	10.6		
T	52.957354663	6.519404165	10.9		
T	52.957547521	6.520011283	11.2		
T	52.957628970	6.520237664	11.1		
T	52.957699028	6.520419285	10.5		
T	52.957743194	6.520519425	10.1		
T	52.957805050	6.520640286	10.3		
T	52.957872479	6.520744766	10.7		
T	52.957959156	6.520863534	11.2		
T	52.958014390	6.520929501	11.6		
T	52.958078490	6.521001508	12.2		
T	52.958163421	6.521080009	12.4		
T	52.958287678	6.521169047	12.2		
T	52.958403211	6.521234350	11.7		
T	52.958510667	6.521279998	11.4		
T	52.958603514	6.521305538	11.0		
T	52.958702903	6.521330347	10.7		
T	52.959241995	6.521360186	11.0		
T	52.960173118	6.521421929	11.6		
T	52.960686955	6.521454827	11.1		
T	52.960718066	6.521464902	11.1		
T	52.960752544	6.521483904	11.1		
T	52.960783196	6.521505148	11.1		
T	52.960809718	6.521541695	11.0		
T	52.960839528	6.521592142	11.0		
T	52.960860516	6.521644650	11.0		
T	52.960885007	6.521751583	11.2		
T	52.960892803	6.521872191	11.6		
T	52.960899334	6.521983725	11.9		
T	52.960923582	6.522085626	12.2		
T	52.960959175	6.522161329	12.3		
T	52.961013231	6.522227566	12.4		
T	52.961099020	6.522329004	12.4		
T	52.961249840	6.522470163	12.9		
T	52.961332152	6.522547832	13.0		
T	52.961394057	6.522607414	13.0		
T	52.961464922	6.522691705	13.3		
T	52.961570194	6.522831167	13.5		
T	52.961664221	6.522978567	13.3		
T	52.961768596	6.523153702	12.8		
T	52.961919457	6.523449311	12.9		
T	52.962180643	6.523994695	12.0		
T	52.962272687	6.524179349	12.0		
